video,site,track_id,label,kind,n_frames,span_s,mean_conf,topk_conf,mean_box_px,first_frame,last_frame,gt_overlap_frames
FernRidgeRd_TON_12.03.25_LS,TON,10505,0,false,14,0.4,0.0527,0.0821,1227.4,22288,22311,0
FernRidgeRd_TON_12.03.25_LS,TON,10506,0,false,3,0.07,0.042,0.042,523.1,22289,22292,0
FernRidgeRd_TON_12.03.25_LS,TON,10507,0,false,9,0.23,0.0789,0.1182,876.0,22312,22325,0
FernRidgeRd_TON_12.03.25_LS,TON,10508,0,false,1,0.02,0.043,0.043,1061.9,22321,22321,0
FernRidgeRd_TON_12.03.25_LS,TON,10509,0,false,62,0.5,0.0798,0.2261,531.8,22331,22360,0
FernRidgeRd_TON_12.03.25_LS,TON,10510,0,false,2,0.02,0.0313,0.0313,702.6,22345,22345,0
FernRidgeRd_TON_12.03.25_LS,TON,10511,0,false,1,0.02,0.0236,0.0236,566.2,22347,22347,0
FernRidgeRd_TON_12.03.25_LS,TON,10512,0,false,23,0.15,0.0432,0.0876,341.9,22409,22417,0
FernRidgeRd_TON_12.03.25_LS,TON,10513,0,false,1,0.02,0.0216,0.0216,420.5,22412,22412,0
FernRidgeRd_TON_12.03.25_LS,TON,10514,0,false,27,0.43,0.0459,0.1027,477.6,22417,22442,0
FernRidgeRd_TON_12.03.25_LS,TON,10515,0,false,2,0.05,0.0421,0.0421,560.6,22423,22425,0
FernRidgeRd_TON_12.03.25_LS,TON,10516,0,false,23,0.77,0.0524,0.1015,516.3,22429,22474,0
FernRidgeRd_TON_12.03.25_LS,TON,10517,0,false,7,0.5,0.079,0.096,425.6,22443,22472,0
FernRidgeRd_TON_12.03.25_LS,TON,10518,0,false,6,0.25,0.0262,0.027,442.0,22457,22471,0
FernRidgeRd_TON_12.03.25_LS,TON,10519,0,false,2,0.02,0.1947,0.1947,499.8,22465,22465,0
FernRidgeRd_TON_12.03.25_LS,TON,10520,0,false,3,0.05,0.0568,0.0568,488.9,22467,22469,0
FernRidgeRd_TON_12.03.25_LS,TON,10521,0,false,5,0.07,0.0604,0.0604,508.0,22473,22476,0
FernRidgeRd_TON_12.03.25_LS,TON,10522,0,false,14,0.27,0.0467,0.0784,592.6,22504,22519,0
FernRidgeRd_TON_12.03.25_LS,TON,10523,0,false,4,0.03,0.0298,0.0298,403.5,22519,22520,0
FernRidgeRd_TON_12.03.25_LS,TON,10524,0,false,1,0.02,0.0502,0.0502,536.7,22520,22520,0
FernRidgeRd_TON_12.03.25_LS,TON,10525,0,false,1,0.02,0.0373,0.0373,1626.5,22520,22520,0
FernRidgeRd_TON_12.03.25_LS,TON,10526,0,false,2,0.02,0.0914,0.0914,460.4,22521,22521,0
FernRidgeRd_TON_12.03.25_LS,TON,10527,0,false,4,0.57,0.0292,0.0292,630.6,22598,22631,0
FernRidgeRd_TON_12.03.25_LS,TON,10528,0,false,4,0.28,0.0451,0.0451,722.1,22627,22643,0
FernRidgeRd_TON_12.03.25_LS,TON,10529,0,false,2,0.02,0.0283,0.0283,214.3,22688,22688,0
FernRidgeRd_TON_12.03.25_LS,TON,10530,0,false,2,0.03,0.0628,0.0628,867.5,22691,22692,0
FernRidgeRd_TON_12.03.25_LS,TON,10531,0,false,3,0.05,0.0673,0.0673,713.9,22797,22799,0
FernRidgeRd_TON_12.03.25_LS,TON,10532,0,false,2,0.23,0.0544,0.0544,1195.6,22821,22834,0
FernRidgeRd_TON_12.03.25_LS,TON,10533,0,false,1,0.02,0.1092,0.1092,959.1,22840,22840,0
FernRidgeRd_TON_12.03.25_LS,TON,10534,0,false,1,0.02,0.0249,0.0249,801.3,22853,22853,0
FernRidgeRd_TON_12.03.25_LS,TON,10535,0,false,1,0.02,0.0323,0.0323,911.6,22854,22854,0
FernRidgeRd_TON_12.03.25_LS,TON,10536,0,false,1,0.02,0.0244,0.0244,612.1,22908,22908,0
FernRidgeRd_TON_12.03.25_LS,TON,10537,0,false,1,0.02,0.0298,0.0298,733.8,22919,22919,0
FernRidgeRd_TON_12.03.25_LS,TON,10538,0,false,48,2.13,0.1452,0.5434,1741.6,22924,23051,0
FernRidgeRd_TON_12.03.25_LS,TON,10539,0,false,2,0.03,0.098,0.098,293.5,22929,22930,0
FernRidgeRd_TON_12.03.25_LS,TON,10540,0,false,1,0.02,0.0261,0.0261,219.3,22935,22935,0
FernRidgeRd_TON_12.03.25_LS,TON,10541,0,false,2,0.03,0.038,0.038,336.6,22955,22956,0
FernRidgeRd_TON_12.03.25_LS,TON,10542,0,false,2,0.02,0.0222,0.0222,379.6,22957,22957,0
FernRidgeRd_TON_12.03.25_LS,TON,10543,0,false,9,1.15,0.0816,0.1253,1832.5,22959,23027,0
FernRidgeRd_TON_12.03.25_LS,TON,10544,0,false,12,1.43,0.1162,0.229,1568.9,22970,23055,0
FernRidgeRd_TON_12.03.25_LS,TON,10545,0,false,2,0.07,0.0245,0.0245,678.7,22986,22989,0
FernRidgeRd_TON_12.03.25_LS,TON,10546,0,false,3,0.4,0.0493,0.0493,3152.7,23003,23026,0
FernRidgeRd_TON_12.03.25_LS,TON,10547,0,false,3,0.1,0.0981,0.0981,1272.8,23004,23009,0
FernRidgeRd_TON_12.03.25_LS,TON,10548,0,false,13,1.12,0.1324,0.2523,1249.8,23062,23128,0
FernRidgeRd_TON_12.03.25_LS,TON,10549,0,false,2,0.03,0.051,0.051,888.9,23083,23084,0
FernRidgeRd_TON_12.03.25_LS,TON,10550,0,false,1,0.02,0.0207,0.0207,408.2,23113,23113,0
FernRidgeRd_TON_12.03.25_LS,TON,10551,0,false,10,0.38,0.1013,0.1727,1111.1,23117,23139,0
FernRidgeRd_TON_12.03.25_LS,TON,10552,0,false,9,0.3,0.103,0.1485,1287.4,23152,23169,0
FernRidgeRd_TON_12.03.25_LS,TON,10553,0,false,1,0.02,0.0252,0.0252,618.1,23178,23178,0
FernRidgeRd_TON_12.03.25_LS,TON,10554,0,false,2,0.03,0.0321,0.0321,1032.1,23215,23216,0
FernRidgeRd_TON_12.03.25_LS,TON,10555,0,false,3,0.2,0.0312,0.0312,698.9,23305,23316,0
FernRidgeRd_TON_12.03.25_LS,TON,10556,0,false,5,0.18,0.0276,0.0276,842.8,23311,23321,0
FernRidgeRd_TON_12.03.25_LS,TON,10557,0,false,1,0.02,0.029,0.029,571.0,23313,23313,0
FernRidgeRd_TON_12.03.25_LS,TON,10558,0,false,4,0.13,0.0363,0.0363,542.8,23320,23327,0
FernRidgeRd_TON_12.03.25_LS,TON,10559,0,false,12,0.17,0.0512,0.078,437.9,23431,23440,0
FernRidgeRd_TON_12.03.25_LS,TON,10560,0,false,1,0.02,0.0404,0.0404,1056.6,23437,23437,0
FernRidgeRd_TON_12.03.25_LS,TON,10561,0,false,1,0.02,0.1562,0.1562,514.5,23472,23472,0
FernRidgeRd_TON_12.03.25_LS,TON,10562,0,false,7,0.13,0.0758,0.0973,1351.6,23505,23512,0
FernRidgeRd_TON_12.03.25_LS,TON,10563,0,false,3,0.48,0.0236,0.0236,875.6,23523,23551,0
FernRidgeRd_TON_12.03.25_LS,TON,10564,0,false,9,0.42,0.038,0.0504,453.7,23530,23554,0
FernRidgeRd_TON_12.03.25_LS,TON,10565,0,false,3,0.57,0.1837,0.1837,475.4,23576,23609,0
FernRidgeRd_TON_12.03.25_LS,TON,10566,0,false,7,0.05,0.0759,0.0968,1146.0,23584,23586,0
FernRidgeRd_TON_12.03.25_LS,TON,10567,0,false,31,0.57,0.0432,0.095,313.6,23589,23622,0
FernRidgeRd_TON_12.03.25_LS,TON,10568,0,false,2,0.02,0.0343,0.0343,259.9,23600,23600,0
FernRidgeRd_TON_12.03.25_LS,TON,10569,0,false,1,0.02,0.024,0.024,513.0,23646,23646,0
FernRidgeRd_TON_12.03.25_LS,TON,10570,0,false,1,0.02,0.0277,0.0277,484.6,23700,23700,0
FernRidgeRd_TON_12.03.25_LS,TON,10571,0,false,3,0.32,0.0455,0.0455,835.0,23713,23731,0
FernRidgeRd_TON_12.03.25_LS,TON,10572,0,false,2,0.03,0.0379,0.0379,367.9,23764,23765,0
FernRidgeRd_TON_12.03.25_LS,TON,10573,0,false,3,0.12,0.0223,0.0223,356.8,23803,23809,0
FernRidgeRd_TON_12.03.25_LS,TON,10574,0,false,5,0.13,0.0426,0.0426,755.6,23804,23811,0
FernRidgeRd_TON_12.03.25_LS,TON,10575,0,false,5,0.1,0.0242,0.0242,314.8,23842,23847,0
FernRidgeRd_TON_12.03.25_LS,TON,10576,0,false,6,0.32,0.0246,0.0255,312.2,23849,23867,0
FernRidgeRd_TON_12.03.25_LS,TON,10577,0,false,1,0.02,0.0213,0.0213,287.2,24135,24135,0
FernRidgeRd_TON_12.03.25_LS,TON,10578,0,false,5,0.1,0.0302,0.0302,477.9,24139,24144,0
FernRidgeRd_TON_12.03.25_LS,TON,10579,0,false,4,0.2,0.0254,0.0254,278.6,24168,24179,0
FernRidgeRd_TON_12.03.25_LS,TON,10580,0,false,2,0.08,0.038,0.038,534.7,24214,24218,0
FernRidgeRd_TON_12.03.25_LS,TON,10581,0,false,136,1.28,0.0474,0.1152,358.3,24214,24290,0
FernRidgeRd_TON_12.03.25_LS,TON,10582,0,false,11,0.42,0.0442,0.0635,540.5,24225,24249,0
FernRidgeRd_TON_12.03.25_LS,TON,10583,0,false,3,0.07,0.0412,0.0412,1093.0,24254,24257,0
FernRidgeRd_TON_12.03.25_LS,TON,10584,0,false,1,0.02,0.0208,0.0208,270.1,24288,24288,0
FernRidgeRd_TON_12.03.25_LS,TON,10585,0,false,2,0.03,0.0302,0.0302,231.1,24309,24310,0
FernRidgeRd_TON_12.03.25_LS,TON,10586,0,false,2,0.05,0.0362,0.0362,1738.5,24321,24323,0
FernRidgeRd_TON_12.03.25_LS,TON,10587,0,false,1,0.02,0.0347,0.0347,579.3,24325,24325,0
FernRidgeRd_TON_12.03.25_LS,TON,10588,0,false,1,0.02,0.0338,0.0338,654.3,24333,24333,0
FernRidgeRd_TON_12.03.25_LS,TON,10589,0,false,44,0.23,0.0871,0.2576,419.2,24342,24355,0
FernRidgeRd_TON_12.03.25_LS,TON,10590,0,false,1,0.02,0.0306,0.0306,369.0,24342,24342,0
FernRidgeRd_TON_12.03.25_LS,TON,10591,0,false,1,0.02,0.0263,0.0263,516.2,24350,24350,0
FernRidgeRd_TON_12.03.25_LS,TON,10592,0,false,9,0.25,0.0455,0.0629,759.2,24362,24376,0
FernRidgeRd_TON_12.03.25_LS,TON,10593,0,false,2,0.05,0.0419,0.0419,516.0,24392,24394,0
FernRidgeRd_TON_12.03.25_LS,TON,10594,0,false,1,0.02,0.0263,0.0263,2102.2,24479,24479,0
FernRidgeRd_TON_12.03.25_LS,TON,10595,0,false,3,0.05,0.0233,0.0233,776.3,24517,24519,0
FernRidgeRd_TON_12.03.25_LS,TON,10596,0,false,3,0.27,0.0676,0.0676,938.2,24581,24596,0
FernRidgeRd_TON_12.03.25_LS,TON,10597,0,false,30,0.22,0.0946,0.2675,710.2,24662,24674,0
FernRidgeRd_TON_12.03.25_LS,TON,10598,0,false,1,0.02,0.0308,0.0308,678.2,24665,24665,0
FernRidgeRd_TON_12.03.25_LS,TON,10599,0,false,22,0.92,0.0975,0.265,1115.7,24719,24773,0
FernRidgeRd_TON_12.03.25_LS,TON,10600,0,false,1,0.02,0.0296,0.0296,1038.6,24722,24722,0
FernRidgeRd_TON_12.03.25_LS,TON,10601,0,false,2,0.38,0.2286,0.2286,892.1,24723,24745,0
FernRidgeRd_TON_12.03.25_LS,TON,10602,0,false,6,0.22,0.0441,0.0489,803.3,24735,24747,0
FernRidgeRd_TON_12.03.25_LS,TON,10603,0,false,15,0.65,0.1438,0.3225,1641.2,24749,24787,0
FernRidgeRd_TON_12.03.25_LS,TON,10604,0,false,26,0.57,0.1183,0.232,1570.8,24752,24785,0
FernRidgeRd_TON_12.03.25_LS,TON,10605,0,false,12,0.77,0.1122,0.2097,1098.7,24799,24844,0
FernRidgeRd_TON_12.03.25_LS,TON,10606,0,false,2,0.08,0.0319,0.0319,1094.9,24801,24805,0
FernRidgeRd_TON_12.03.25_LS,TON,10607,0,false,3,0.07,0.0361,0.0361,510.3,24813,24816,0
FernRidgeRd_TON_12.03.25_LS,TON,10608,0,false,45,2.8,0.1082,0.4447,1221.2,24821,24988,0
FernRidgeRd_TON_12.03.25_LS,TON,10609,0,false,4,0.05,0.1623,0.1623,1474.6,24831,24833,0
FernRidgeRd_TON_12.03.25_LS,TON,10610,0,false,8,0.5,0.052,0.0659,925.0,24846,24875,0
FernRidgeRd_TON_12.03.25_LS,TON,10611,0,false,6,0.23,0.0492,0.0544,1095.0,24859,24872,0
FernRidgeRd_TON_12.03.25_LS,TON,10612,0,false,46,2.25,0.0769,0.2473,940.8,24870,25004,0
FernRidgeRd_TON_12.03.25_LS,TON,10613,0,false,16,0.93,0.0658,0.1448,1373.2,24871,24926,0
FernRidgeRd_TON_12.03.25_LS,TON,10614,0,false,3,0.07,0.0642,0.0642,1190.2,24872,24875,0
FernRidgeRd_TON_12.03.25_LS,TON,10615,0,false,3,0.12,0.0295,0.0295,802.8,24908,24914,0
FernRidgeRd_TON_12.03.25_LS,TON,10616,0,false,11,0.8,0.0676,0.1015,796.0,24911,24958,0
FernRidgeRd_TON_12.03.25_LS,TON,10617,0,false,4,0.27,0.1516,0.1516,1396.7,24913,24928,0
FernRidgeRd_TON_12.03.25_LS,TON,10618,0,false,15,0.25,0.1145,0.281,1067.8,24926,24940,0
FernRidgeRd_TON_12.03.25_LS,TON,10619,0,false,30,1.5,0.1131,0.2646,1954.3,24965,25054,0
FernRidgeRd_TON_12.03.25_LS,TON,10620,0,false,1,0.02,0.0694,0.0694,1588.5,24980,24980,0
FernRidgeRd_TON_12.03.25_LS,TON,10621,0,false,54,3.32,0.1155,0.3848,1451.7,25008,25206,0
FernRidgeRd_TON_12.03.25_LS,TON,10622,0,false,14,0.35,0.1076,0.2168,966.4,25024,25044,0
FernRidgeRd_TON_12.03.25_LS,TON,10623,0,false,3,0.05,0.0698,0.0698,2053.1,25036,25038,0
FernRidgeRd_TON_12.03.25_LS,TON,10624,0,false,1,0.02,0.0286,0.0286,396.9,25039,25039,0
FernRidgeRd_TON_12.03.25_LS,TON,10625,0,false,2,0.03,0.0412,0.0412,582.2,25043,25044,0
FernRidgeRd_TON_12.03.25_LS,TON,10626,0,false,12,0.48,0.1076,0.1846,504.6,25065,25093,0
FernRidgeRd_TON_12.03.25_LS,TON,10627,0,false,6,0.68,0.0523,0.0567,1160.0,25068,25108,0
FernRidgeRd_TON_12.03.25_LS,TON,10628,0,false,1,0.02,0.0205,0.0205,779.4,25071,25071,0
FernRidgeRd_TON_12.03.25_LS,TON,10629,0,false,1,0.02,0.0744,0.0744,944.8,25077,25077,0
FernRidgeRd_TON_12.03.25_LS,TON,10630,0,false,3,0.17,0.0383,0.0383,647.7,25087,25096,0
FernRidgeRd_TON_12.03.25_LS,TON,10631,0,false,5,0.47,0.0724,0.0724,976.0,25098,25125,0
FernRidgeRd_TON_12.03.25_LS,TON,10632,0,false,14,0.98,0.1084,0.2073,800.9,25107,25165,0
FernRidgeRd_TON_12.03.25_LS,TON,10633,0,false,1,0.02,0.0286,0.0286,680.9,25110,25110,0
FernRidgeRd_TON_12.03.25_LS,TON,10634,0,false,2,0.03,0.0624,0.0624,858.7,25121,25122,0
FernRidgeRd_TON_12.03.25_LS,TON,10635,0,false,17,1.0,0.1629,0.322,872.5,25146,25205,0
FernRidgeRd_TON_12.03.25_LS,TON,10636,0,false,3,0.17,0.0293,0.0293,1338.2,25147,25156,0
FernRidgeRd_TON_12.03.25_LS,TON,10637,0,false,17,1.2,0.1401,0.3116,1110.8,25171,25242,0
FernRidgeRd_TON_12.03.25_LS,TON,10638,0,false,2,0.05,0.0399,0.0399,980.9,25174,25176,0
FernRidgeRd_TON_12.03.25_LS,TON,10639,0,false,1,0.02,0.023,0.023,869.1,25175,25175,0
FernRidgeRd_TON_12.03.25_LS,TON,10640,0,false,1,0.02,0.0214,0.0214,829.9,25182,25182,0
FernRidgeRd_TON_12.03.25_LS,TON,10641,0,false,3,0.05,0.0361,0.0361,770.1,25193,25195,0
FernRidgeRd_TON_12.03.25_LS,TON,10642,0,false,4,0.13,0.1258,0.1258,3407.7,25201,25208,0
FernRidgeRd_TON_12.03.25_LS,TON,10643,0,false,4,0.15,0.0385,0.0385,1038.8,25205,25213,0
FernRidgeRd_TON_12.03.25_LS,TON,10644,0,false,1,0.02,0.031,0.031,1589.6,25223,25223,0
FernRidgeRd_TON_12.03.25_LS,TON,10645,0,false,5,0.9,0.0926,0.0926,1149.1,25225,25278,0
FernRidgeRd_TON_12.03.25_LS,TON,10646,0,false,3,0.3,0.0592,0.0592,1702.4,25229,25246,0
FernRidgeRd_TON_12.03.25_LS,TON,10647,0,false,2,0.03,0.0735,0.0735,3068.3,25240,25241,0
FernRidgeRd_TON_12.03.25_LS,TON,10648,0,false,1,0.02,0.1403,0.1403,704.9,25264,25264,0
FernRidgeRd_TON_12.03.25_LS,TON,10649,0,false,20,1.05,0.0957,0.198,987.5,25287,25349,0
FernRidgeRd_TON_12.03.25_LS,TON,10650,0,false,31,0.85,0.0672,0.1563,704.6,25287,25337,0
FernRidgeRd_TON_12.03.25_LS,TON,10651,0,false,8,0.38,0.0419,0.053,774.8,25300,25322,0
FernRidgeRd_TON_12.03.25_LS,TON,10652,0,false,1,0.02,0.0449,0.0449,834.3,25303,25303,0
FernRidgeRd_TON_12.03.25_LS,TON,10653,0,false,12,0.45,0.0652,0.0998,761.1,25330,25356,0
FernRidgeRd_TON_12.03.25_LS,TON,10654,0,false,2,0.03,0.024,0.024,558.3,25334,25335,0
FernRidgeRd_TON_12.03.25_LS,TON,10655,0,false,1,0.02,0.0221,0.0221,1425.3,25345,25345,0
FernRidgeRd_TON_12.03.25_LS,TON,10656,0,false,1,0.02,0.0212,0.0212,578.4,25359,25359,0
FernRidgeRd_TON_12.03.25_LS,TON,10657,0,false,1,0.02,0.061,0.061,559.8,25363,25363,0
FernRidgeRd_TON_12.03.25_LS,TON,10658,0,false,14,0.4,0.0728,0.1316,756.3,25401,25424,0
FernRidgeRd_TON_12.03.25_LS,TON,10659,0,false,22,1.72,0.1092,0.2888,3092.6,25434,25536,0
FernRidgeRd_TON_12.03.25_LS,TON,10660,0,false,2,0.03,0.049,0.049,442.4,25439,25440,0
FernRidgeRd_TON_12.03.25_LS,TON,10661,0,false,1,0.02,0.036,0.036,354.2,25458,25458,0
FernRidgeRd_TON_12.03.25_LS,TON,10662,0,false,16,0.93,0.0693,0.1225,2868.4,25477,25532,0
FernRidgeRd_TON_12.03.25_LS,TON,10663,0,false,2,0.05,0.0438,0.0438,511.9,25478,25480,0
FernRidgeRd_TON_12.03.25_LS,TON,10664,0,false,3,0.05,0.0838,0.0838,980.6,25510,25512,0
FernRidgeRd_TON_12.03.25_LS,TON,10665,0,false,2,0.13,0.0366,0.0366,1921.8,25531,25538,0
FernRidgeRd_TON_12.03.25_LS,TON,10666,0,false,1,0.02,0.0354,0.0354,586.7,25542,25542,0
FernRidgeRd_TON_12.03.25_LS,TON,10667,0,false,10,0.75,0.0644,0.0895,1040.4,25545,25589,0
FernRidgeRd_TON_12.03.25_LS,TON,10668,0,false,2,0.03,0.061,0.061,572.9,25560,25561,0
FernRidgeRd_TON_12.03.25_LS,TON,10669,0,false,4,0.07,0.0817,0.0817,348.2,25567,25570,0
FernRidgeRd_TON_12.03.25_LS,TON,10670,0,false,2,0.4,0.0807,0.0807,563.4,25571,25594,0
FernRidgeRd_TON_12.03.25_LS,TON,10671,0,false,2,0.4,0.0305,0.0305,569.2,25585,25608,0
FernRidgeRd_TON_12.03.25_LS,TON,10672,0,false,2,0.03,0.0296,0.0296,424.3,25621,25622,0
FernRidgeRd_TON_12.03.25_LS,TON,10673,0,false,1,0.02,0.0574,0.0574,798.9,25638,25638,0
FernRidgeRd_TON_12.03.25_LS,TON,10674,0,false,1,0.02,0.047,0.047,613.2,25718,25718,0
FernRidgeRd_TON_12.03.25_LS,TON,10675,0,false,3,0.05,0.1599,0.1599,3020.2,25724,25726,0
FernRidgeRd_TON_12.03.25_LS,TON,10676,0,false,1,0.02,0.0496,0.0496,645.0,25739,25739,0
FernRidgeRd_TON_12.03.25_LS,TON,10677,0,false,1,0.02,0.0393,0.0393,594.4,25747,25747,0
FernRidgeRd_TON_12.03.25_LS,TON,10678,0,false,4,0.42,0.034,0.034,770.8,25802,25826,0
FernRidgeRd_TON_12.03.25_LS,TON,10679,0,false,3,0.03,0.0361,0.0361,773.9,25819,25820,0
FernRidgeRd_TON_12.03.25_LS,TON,10680,0,false,1,0.02,0.0866,0.0866,566.1,25823,25823,0
FernRidgeRd_TON_12.03.25_LS,TON,10681,0,false,7,0.67,0.0518,0.0618,694.2,25847,25886,0
FernRidgeRd_TON_12.03.25_LS,TON,10682,0,false,1,0.02,0.0847,0.0847,783.8,25890,25890,0
FernRidgeRd_TON_12.03.25_LS,TON,10683,0,false,1,0.02,0.0549,0.0549,265.8,25915,25915,0
FernRidgeRd_TON_12.03.25_LS,TON,10684,0,false,1,0.02,0.0623,0.0623,510.4,25924,25924,0
FernRidgeRd_TON_12.03.25_LS,TON,10685,0,false,1,0.02,0.0244,0.0244,1173.3,25994,25994,0
FernRidgeRd_TON_12.03.25_LS,TON,10686,0,false,28,0.93,0.117,0.3113,2479.5,26055,26110,0
FernRidgeRd_TON_12.03.25_LS,TON,10687,0,false,1,0.02,0.1858,0.1858,784.2,26070,26070,0
FernRidgeRd_TON_12.03.25_LS,TON,10688,0,false,1,0.02,0.0347,0.0347,1100.3,26084,26084,0
FernRidgeRd_TON_12.03.25_LS,TON,10689,0,false,6,0.68,0.0326,0.0348,897.7,26095,26135,0
FernRidgeRd_TON_12.03.25_LS,TON,10690,0,false,10,0.15,0.031,0.0407,938.0,26095,26103,0
FernRidgeRd_TON_12.03.25_LS,TON,10691,0,false,5,0.15,0.0318,0.0318,1069.8,26130,26138,0
FernRidgeRd_TON_12.03.25_LS,TON,10692,0,false,1,0.02,0.0357,0.0357,865.1,26133,26133,0
FernRidgeRd_TON_12.03.25_LS,TON,10693,0,false,1,0.02,0.0324,0.0324,568.9,26136,26136,0
FernRidgeRd_TON_12.03.25_LS,TON,10694,0,false,3,0.03,0.0352,0.0352,1101.8,26140,26141,0
FernRidgeRd_TON_12.03.25_LS,TON,10695,0,false,2,0.05,0.056,0.056,725.7,26145,26147,0
FernRidgeRd_TON_12.03.25_LS,TON,10696,0,false,20,0.33,0.1139,0.2525,1075.7,26154,26173,0
FernRidgeRd_TON_12.03.25_LS,TON,10697,0,false,7,0.58,0.1272,0.1655,1131.1,26173,26207,0
FernRidgeRd_TON_12.03.25_LS,TON,10698,0,false,1,0.02,0.0214,0.0214,405.1,26176,26176,0
FernRidgeRd_TON_12.03.25_LS,TON,10699,0,false,16,0.42,0.0559,0.1109,720.0,26190,26214,0
FernRidgeRd_TON_12.03.25_LS,TON,10700,0,false,2,0.03,0.0369,0.0369,641.8,26203,26204,0
FernRidgeRd_TON_12.03.25_LS,TON,10701,0,false,1,0.02,0.0265,0.0265,1631.1,26206,26206,0
FernRidgeRd_TON_12.03.25_LS,TON,10702,0,false,2,0.1,0.0282,0.0282,540.5,26254,26259,0
FernRidgeRd_TON_12.03.25_LS,TON,10703,0,false,1,0.02,0.0544,0.0544,289.3,26288,26288,0
FernRidgeRd_TON_12.03.25_LS,TON,10704,0,false,2,0.03,0.0267,0.0267,985.0,26314,26315,0
FernRidgeRd_TON_12.03.25_LS,TON,10705,0,false,2,0.02,0.0254,0.0254,1503.6,26315,26315,0
FernRidgeRd_TON_12.03.25_LS,TON,10706,0,false,2,0.03,0.1257,0.1257,716.3,26349,26350,0
FernRidgeRd_TON_12.03.25_LS,TON,10707,0,false,5,0.78,0.0333,0.0333,885.0,26361,26407,0
FernRidgeRd_TON_12.03.25_LS,TON,10708,0,false,2,0.03,0.0753,0.0753,1173.3,26382,26383,0
FernRidgeRd_TON_12.03.25_LS,TON,10709,0,false,6,0.08,0.0736,0.0838,595.5,26395,26399,0
FernRidgeRd_TON_12.03.25_LS,TON,10710,0,false,4,0.3,0.0506,0.0506,714.1,26416,26433,0
FernRidgeRd_TON_12.03.25_LS,TON,10711,0,false,6,0.35,0.0433,0.0465,677.0,26418,26438,0
FernRidgeRd_TON_12.03.25_LS,TON,10712,0,false,4,0.07,0.0467,0.0467,1304.0,26429,26432,0
FernRidgeRd_TON_12.03.25_LS,TON,10713,0,false,1,0.02,0.02,0.02,721.8,26444,26444,0
FernRidgeRd_TON_12.03.25_LS,TON,10714,0,false,1,0.02,0.0302,0.0302,1260.7,26452,26452,0
FernRidgeRd_TON_12.03.25_LS,TON,10715,0,false,2,0.03,0.031,0.031,442.8,26462,26463,0
FernRidgeRd_TON_12.03.25_LS,TON,10716,0,false,3,0.03,0.0395,0.0395,813.1,26490,26491,0
FernRidgeRd_TON_12.03.25_LS,TON,10717,0,false,2,0.02,0.0239,0.0239,643.6,26494,26494,0
FernRidgeRd_TON_12.03.25_LS,TON,10718,0,false,4,0.13,0.0868,0.0868,1088.1,26515,26522,0
FernRidgeRd_TON_12.03.25_LS,TON,10719,0,false,1,0.02,0.0366,0.0366,1286.1,26520,26520,0
FernRidgeRd_TON_12.03.25_LS,TON,10720,0,false,1,0.02,0.0797,0.0797,779.4,26521,26521,0
FernRidgeRd_TON_12.03.25_LS,TON,10721,0,false,3,0.05,0.0279,0.0279,764.8,26532,26534,0
FernRidgeRd_TON_12.03.25_LS,TON,10722,0,false,1,0.02,0.0311,0.0311,564.1,26546,26546,0
FernRidgeRd_TON_12.03.25_LS,TON,10723,0,false,7,0.92,0.0433,0.0483,786.4,26547,26601,0
FernRidgeRd_TON_12.03.25_LS,TON,10724,0,false,36,1.75,0.113,0.2915,484.2,26560,26664,0
FernRidgeRd_TON_12.03.25_LS,TON,10725,0,false,13,1.35,0.0947,0.1956,561.4,26561,26641,0
FernRidgeRd_TON_12.03.25_LS,TON,10726,0,false,1,0.02,0.0608,0.0608,1087.2,26577,26577,0
FernRidgeRd_TON_12.03.25_LS,TON,10727,0,false,1,0.02,0.0228,0.0228,1295.7,26582,26582,0
FernRidgeRd_TON_12.03.25_LS,TON,10728,0,false,4,0.07,0.137,0.137,356.8,26635,26638,0
FernRidgeRd_TON_12.03.25_LS,TON,10729,0,false,5,0.65,0.0475,0.0475,453.0,26684,26722,0
FernRidgeRd_TON_12.03.25_LS,TON,10730,0,false,13,0.63,0.0757,0.1152,515.3,26704,26741,0
FernRidgeRd_TON_12.03.25_LS,TON,10731,0,false,5,0.48,0.0454,0.0454,677.5,26751,26779,0
FernRidgeRd_TON_12.03.25_LS,TON,10732,0,false,1,0.02,0.0215,0.0215,618.0,26766,26766,0
FernRidgeRd_TON_12.03.25_LS,TON,10733,0,false,6,0.18,0.0396,0.0435,1011.2,26785,26795,0
FernRidgeRd_TON_12.03.25_LS,TON,10734,0,false,1,0.02,0.0497,0.0497,706.9,26787,26787,0
FernRidgeRd_TON_12.03.25_LS,TON,10735,0,false,2,0.03,0.0229,0.0229,968.0,26793,26794,0
FernRidgeRd_TON_12.03.25_LS,TON,10736,0,false,1,0.02,0.0766,0.0766,775.5,26949,26949,0
FernRidgeRd_TON_12.03.25_LS,TON,10737,0,false,7,0.43,0.0295,0.0318,744.8,26988,27013,0
FernRidgeRd_TON_12.03.25_LS,TON,10738,0,false,1,0.02,0.0241,0.0241,828.9,26995,26995,0
FernRidgeRd_TON_12.03.25_LS,TON,10739,0,false,4,0.15,0.0669,0.0669,528.5,27022,27030,0
FernRidgeRd_TON_12.03.25_LS,TON,10740,0,false,2,0.03,0.0277,0.0277,358.6,27029,27030,0
